ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Edit. Anmerkungen ;Bandz‰hlung;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
33;12;10;I. Arm. 2. Rang in Oktavo;49;Dictionnaire des antiquetÈs Romaines, Grecques seu par P. Danet ‡ Amsterd. 1701.;150079524;;1;150079524;M: Hd 9;M: Hd 9;Kulturgeschichte - Altertum;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;lat;Dictionarium Antiquitatum Romanarum et GrÊcarum, In Usum Serenissimi Delphini Et Serenissimorum Principum BurgundiÊ, Andium, Biturgium, Collegit, Digessit, Et Sermone Gallico Reddidit Jussu Regis Christianissimi;1701;Amstelodami;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Pierre;Danet;Pierre Danet;Q3384619;male;119409267;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
34;12;10;I Arm. 2. Rang in Oktavo;50;Explication d'une medaille Ènigmatique d'Auguste ‡ Berlin 1711.;150190182;;1;150190182;M: Fg 279, M: Fg 188, M: Fg Mischbd 4 (15), M: Uk Sammelbd 3 (3);;Historische Hilfswissenschaften - Numismatik;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aavs;fre;Explication D'Une Medaille Enigmatique D'Auguste, Sur Laquelle D'Habiles Antiquaires Ont Diversement PrononcÈ;1711;A Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Johann Carl;Schott;Johann Carl Schott;Q1692831;male;115753826;M‰nnlich;;;;;;;;;Gottfried Wilhelm;Leibniz;118571249;M‰nnlich;;;;;Augustus;Rˆmisches Reich, Kaiser;118505122;;;;;;
35;13;11;I. Arm. 5. Rang in Oktavo;1;Histoire   des   quatre   Empires souverains par J. Steidan 1658.;233644237;;1;233644237;M: Ga 309;M: Ga 309;Geschichte - Lexica, Methodisches, Geschichtsphilosophie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Histoire des qvatre empires sovverains ...;1558;GenÈve;Genf;4020137-5;GenËve;tgn/7003746;Johannes;Sleidanus;Johannes Sleidanus;Q70310;male;118748440;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
36;13;11;I. Arm. 5. Rang in Oktavo;02. Mrz;Caracteres historiques des Empereurs depuis Auguste jusqu ‡ Maximin par Weguetin ‡ Berlin 1768 T. I, 2;151263191;;2;151263205;M: Gg 544;M: Gg 544;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acv;fre;Caracteres Historiques Des Empereurs, Depuis Auguste jusqu'‡ Maximin, ‡ l‚Äôusage de l‚ÄôAcadÈmie Royale des Gentils-hommes;1768;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Jacob;Wegelin;Jacob Wegelin;Q1679398;male;121644111;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
37;13;11;I Arm. 5. Rang in Oktavo;4;TraitÈ des finances et de la fausse monnaie des Romains ‡ Paris 1740.;151693285;;1;151693285;M: Gg 50;M: Gg 50;Geschichte - Rˆmische Geschichte;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;TraitÈ des finances et de la fausse monnaie des Romains;1740;Paris;Paris;4044660-8;Paris;tgn/7008038;FranÁois;Chassepol;FranÁois de Chassepol;Q104029033;male;1055507388;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
38;13;11;I. Arm. 5. Rang in Oktavo;05. Jul;Les  Imperatrius Romaines par M. de Serviez ‡ Paris 1728 T. I3.;150194072;;3;150194080;M: Gg 521;M: Gg 521;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband Signatur Katalog 2 in roter Schrift I. 5;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Les ImpÈratrices romaines, ou histoire de la vie & des intrigues secrÈtes des femmes des douze cÈsars ...;1728;Paris;Paris;4044660-8;Paris;tgn/7008038;Jacques Roergas;Serviez;Jacques Roergas de Serviez;Q2387965;male;174078056;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
39;13;11;I. Arm. 5. Rang in Oktavo;08. Sep;AbrÈgÈ de l'histoire Romaine et Grecque en partie traduit de Velleius Patereulus et en partie tirÈ des meilleurs auteurs de l'antiquitÈ ‡ Paris 1708 T. I,2.;151178720;;2;151178739;M: Lh 2479;M: Lh 2479;Literatur - Rˆmische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;AbrÈgÈ de l'histoire romaine et grÈque, En partie traduit de Vellei??us Paterculus, & en partie tirÈ des meilleurs Auteurs de l'antiquitÈ, pour supplÈer ce qui s'est perdu de cet Auteur. AccompagnÈ d'une chronologie accommodÈe au sujet;1708;Paris;Paris;4044660-8;Paris;tgn/7008038;Velleius;Paterculus;Marcus Velleius Paterculus;Q316098;male;118767925;M‰nnlich;;;;;;;;;Jean;Doujat;124880401;Unbekannt;;;;;;;;;;;;;
40;13;11;I. Arm. 5. Rang in Oktavo;10. Nov;Esfai sur hiÈroglyphes des Egyptiens par M. Warburten trad. de l' Anylois ‡ Paris 1744. T. I,2.;150431503;;2;318845938;M: Gw 183:1;M: Gw 183:1;Geschichte - Afrika;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Essai Sur Les Hieroglyphes Des …gyptiens, O˘ l'on voit l'Origine & le ProgrÈs du Langage & de l'Ecriture, l'AntiquitÈ des Sciences en Egypte, & l'Origine du culte des Animaux;1744;Paris;Paris;4044660-8;Paris;tgn/7008038;William;Warburton;William Warburton;Q1648333;male;118629166;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
41;13;11;I Arm. 5. Rang in Oktavo;12;Voyages de Cyrus par M. Ramsay ‡ Amsterd. 1728.;151609381;;1;15160939X;M: Lm 2988;M: Lm 2988;Literatur - Franzˆsische Literatur;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acu;fre;Les Voyages de Cyrus, Avec un Discours sur la Mythologie;1728;Luxembourg;Luxemburg;4036728-9;Luxembourg;tgn/7003514;Andrew Michael;Ramsay;Andrew Michael Ramsay;Q2088636;male;124053165;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
42;13;11;I. Arm. 5. Rang in Oktavo;13-14;Histoire de Philippe roi de Macedoine par M. Olivier ‡ Paris 1740. T. I, 2.;141117419;;2;141117427;M: Gf 163:1;M: Gf 163:1;Geschichte - Griechische und byzantinische Geschichte;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Histoire De Philippe, Roi De MacÈdoine Et PÈre D'Alexandre Le Grand;1740;Paris;Paris;4044660-8;Paris;tgn/7008038;Claude Matthieu;Olivier;Olivier, Claude Matthieu;;male;1157702481;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
43;14;12;I Arm. 5. Rang in Oktavo;15;Vie de l' Empereur Julien ‡ Paris 1735.;15138391X;;1;151383928;M: Gg 375;M: Gg 375;Geschichte - Rˆmische Geschichte;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Vie de l'Empereur Julien;1735;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean Philippe RenÈ;La BlÈterie;Jean-Philippe-RenÈ de La BlÈterie;Q3168735;male;100170129;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
44;14;12;I Arm 5. Rang in Oktavo;16;Methode pour apprendre l'histoire des faux dieux de l'antiquitÈ, trad. du latin de P. Pomey, par M. Tenand ‡ Paris 1715.;226501280;;1;226501280;M: Ho 208;M: Ho 208;Kulturgeschichte - Mythologie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Methode Pour Apprendre L'Histoire Des Faux Dieux De L'Antiquite Ou Le Pantheon Mytyque;1715;Paris;Paris;4044660-8;Paris;tgn/7008038;FranÁois;Pomey;FranÁois-Antoine Pomey;Q19279849;male;120368927;M‰nnlich;;;;;;;;;...;Tenand;1055704671;Unbekannt;;;;;;;;;;;;;
45;14;12;I Arm 5. Rang in Oktavo;17-19;Explication historique des fables par l' AbbÈ Banier ‡ Paris 1715 T. I-3.;149996926;;3;254114830;M: Ho 12:1;M: Ho 12:1;Kulturgeschichte - Mythologie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acu;fre;Explication Historique Des Fables, Ou L'On DÈcouvre Leur Origine & leur conformitÈ avec l'Histoire ancienne;1715;Paris;Paris;4044660-8;Paris;tgn/7008038;Antoine;Banier;Antoine Banier;Q2853645;male;100022324;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
46;14;12;I Arm 5. Rang in Oktavo;20-21;Mythologie ou histoire des dieux par M. du Pay. ‡ Paris 1731. T. I, 2.;135093201;;2;180545973;M: Ho 80:1;M: Ho 80:1;Kulturgeschichte - Mythologie;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acus;fre;Mythologie, Ov L'Histoire Des Dieux, Des Demi-Dieux, Et Des Plus Illustres Heros De L'AntiquitÈ Payenne;1731;Paris;Paris;4044660-8;Paris;tgn/7008038;N.;Dupuy La Chapelle;N. Dupuy La Chapelle;Q114232665;unbekannt;100116760;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
47;14;12;I.Arm. 5. Rang in Oktavo;22-23;Histoire de l' Empereur Jovien et tradiution de quelques ouvrages de l' Empereur Julien, par l' AbbÈ de la Bletterie ‡ Paris 1748 T. I, 2.;151383871;;2;15138388X;M: Gg 377;M: Gg 377;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;Histoire De L'Empereur Jovien Et Traductions de quelques ouvrages de l'Empereur Julien;1748;Paris;Paris;4044660-8;Paris;tgn/7008038;Jean Philippe RenÈ;La BlÈterie;Jean-Philippe-RenÈ de La BlÈterie;Q3168735;male;100170129;M‰nnlich;;;;;;;;;;;;;;;;;Jovian;Rˆmisches Reich, Kaiser;102396337;;;;;;
48;14;12;I Arm. 5. Rang in Oktavo;24-35;Histoire des Empereurs Romains depuis Auguste jusqu' ‡ Constantin par M. Gevier ‡ Dresde 1750 T. I-12.;150551797;;12;253791502;M: Gg 312:1;M: Gg 312:1;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Histoire Des Empereurs Romains, Depuis Auguste Jusqu'A Constantin;1750;Dresde;Dresden;4012995-0;Dresden;tgn/7003721;Jean Baptiste Louis;Crevier;Jean-Baptiste Louis CrÈvier;Q3163788;male;100095224;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
49;14;12;I Arm. 5. Rang in Oktavo;36-38;Les fimmes des XII Gesars par M. de ServiÈs ‡ Amsterd. 1722 T. I-3.;141003847;;3;141003855;M: Gg 520:1;M: Gg 520:1;Geschichte - Rˆmische Geschichte;Provenienzen bereits im OPAC nachgewiesen;;, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Philippine Charlotte <Braunschweig-L¸neburg, Herzogin>;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Einband / Monogramm;Acus;fre;Les Femmes Des Douze Cesars;1722;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jacques Roergas;Serviez;Jacques Roergas de Serviez;Q2387965;male;174078056;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
50;14;12;I Arm. 5. Rang in Oktavo;39-41;Histoire des rÈvolutions arrivÈes dans le gouvernement de la republique Romaine, par l' AbbÈ de Vertot ‡ la Haye 1737 T. I-3.;151189080;;3;151189099;M: Gg 538;M: Gg 538;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, ausradierte Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire des rÈvolutions arrivÈe dans le gouvernement de la rÈpublique romaine;1737;LaHaye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;RenÈ Aubert;Vertot;RenÈ-Aubert Vertot;Q1529470;male;100278736;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
51;15;13;I Arm. 5. Rang in Oktavo;42;Des moeurs et des usages des Romains ‡ Paris 1739.;150130368;;1;150130368;M: Gg 139;M: Gg 139;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Aau;fre;Des Moeurs Et Des Usages Des Romains;1739;Paris;Paris;4044660-8;Paris;tgn/7008038;...;LeFÈvre de Morsan;LeFÈvre de Morsan, ...;;unbekannt;1055533443;Unbekannt;;;;;;;;;FranÁois;Granet;1055195262;M‰nnlich;;;;;;;;;;;;;
52;15;13;I Arm. 5. Rang in Oktavo;43;Histoire du commerce et de la navigation des Anciens par M. Huet ‡ Paris 1727.;139771727;;1;139771727;M: Ob 304;M: Ob 304;Naturwissenschaften - Handel und Verkehr;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Histoire Du Commerce Et De La Navigation Des Anciens;1727;Paris;Paris;4044660-8;Paris;tgn/7008038;Pierre Daniel;Huet;Pierre Daniel Huet;Q568497;male;119180936;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
53;15;13;I Arm. 6. Rang in Oktavo;Jan 16;Histoire Romaine par Rollin ‡ Amsterd. 1739. T. I-16.;149926693;;16;212442902;M: Gg 501;M: Gg 501;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, ausradierte Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Histoire Romaine Depuis La Fondation De Rome Jusqu'A La Bataille D'Actium: C'est-‡-dire jusqu'‡ la fin de la RÈpublique;1739;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Charles;Rollin;Charles Rollin;Q2471187;male;117593540;M‰nnlich;;;;;;;;;Jean Baptiste Louis;Crevier;100095224;M‰nnlich;;;;;;;;;;;;;
54;15;13;I Arm. 6. Rang in Oktavo;17-30;Histoire ancienne des Egyptiens Carthaginois, Assyriens par Rollin ‡ Amst. 1736 T. I-14.;229931685;;13;229931944;M: Gc 65:1;;Geschichte - Antike;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Histoire Ancienne des Egyptiens, des Carthaginois, des Assyriens, des Babyloniens, des Medes et des Perses, des Macedoniens, des Grecs;1730;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Charles;Rollin;Charles Rollin;Q2471187;male;117593540;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
55;15;13;I Arm. 6. Rang in Oktavo;31-34;Histoire des deux Triumvirats ‡ Amst. 1715 T. I-4.;151305226;;4;151305234;M: Gg 307, M: Gg 381;M: Gg 307;Geschichte - Rˆmische Geschichte;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas;;Provenienz: Dumas de Montbail <Familie>;Acr;fre;Histoire des deux triumvirats, depuis la mort de Catilina jusqu'‡ celle de Cesar. Depuis celle de Cesar, jusqu'‡ celle de Brutus. Depuis celle de Brutus, jusqu'‡ celle d'Antoine;1715;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Samuel;BroÎ;BroÎ, Samuel;;male;12403327X;Unbekannt;;;;;;;;;Auguste;Larrey;1053272200;Unbekannt;;;;;;;;;;;;;
56;15;13;I Arm. 6. Rang in Oktavo;35-38;L' ancienne Rome par Fr. Deseine ‡ Leide 1713. T. I, 2 et 4.;150929978;;4;150929986;M: Gh 16;;Geschichte - Italien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acus;fre;L' Ancienne Rome, La principale des Villes de l'Europe;1713;Leide;Leiden;4074118-7;Leiden;tgn/7006809;FranÁois-Jacques;Deseine;FranÁois-Jacques Deseine;Q95328675;male;128449098;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
57;15;13;I Arm. 6. Rang in Oktavo;39;Les  merveilles  de  la  ville  de Rome 1718.;151055785;;1;151055785;M: Gh 82;M: Gh 82;Geschichte - Italien;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Les Merveilles de la ville de Rome, ou est traitÈ des Èglises, stations, et reliques des corps saints ...;1718;Rome;Rom;4050471-2;Roma;tgn/7000874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;15;13;I Arm. 6. Rang in Oktavo;40;Histoire  des  medailles  par  G. Patin ‡ Paris 1695.;150166478;;1;150166478;M: Fg 165;;Historische Hilfswissenschaften - Numismatik;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Histoire Des Medailles Ou Introduction A La Connoissance De Cette Science;1695;Paris;Paris;4044660-8;Paris;tgn/7008038;Charles;Patin;Charles Patin;Q503502;male;116053356;M‰nnlich;;;;;;;;;...;Moigon;;;;;;;;;;Daniel;Penningen;;;;
59;15;13;I Arm. 6. Rang in Oktavo;41;La science des medailles par le P. Jobert ‡ Amst. 1693.;142653616;;1;142653616;M: Fg 98;M: Fg 98;Historische Hilfswissenschaften - Numismatik;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: NN / Datum 1728 November 12, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;La Science Des Medailles Pour L'Instruction de ceux qui s'appliquent ‡ la connoissance des Medailles Antiques & Modernes;1693;Paris;Paris;4044660-8;Paris;tgn/7008038;Louis;Jobert;Louis Jobert;Q21013638;male;172175496;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
60;16;14;I. Arm. 7. Range in Oktavo - Histoire d' Italie;01. Jun;Description historique et critique de l' Italie par l' AbbÈ Richard ‡ Dyon 1766 T. I-6.;138642508;;6;211563439;M: Gh 154;M: Gh 154;Geschichte - Italien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acus;fre;Description Historique Et Critique De L'Italie, Ou Nouveaux MÈmoires Sur l'…tat actuel de son Gouvernement, des Sciences, des Arts, du Commerce, de la Population & de l'Histoire Naturelle;1766;Dijon;Dijon;4012315-7;Dijon;tgn/7652621;JÈrÙme;Richard;JÈrÙme Richard;Q24238074;male;13410191X;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
61;16;14;I Arm. 7. Rang in Oktavo;7;Conjuration de N. Gabrini, dit de Rienzi, TÈran de Rome 1347 par le P. du Cerceau ‡ Amsterdam 1734.;180029894;;1;180029894;M: Db 3787;M: Db 3787;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Conjuration De Nicolas Gabrini Dit De Rienzi, Tyran De Rome En MCCCXLVII.;1734;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean-Antoine;Du Cerceau;Jean-Antoine du Cerceau;Q1662565;male;121613763;Unbekannt;Pierre;Brumoy;132900122;Unbekannt;;;;;Joseph;Courbeville;1055125876;M‰nnlich;;;;;;;;;;;;;
62;16;14;I Arm. 7. Rang in Oktavo;Aug 13;Rome moderne, par Fr. Deseine ‡ Leide 1713 T. I-6.;150929994;;6;150929994;M: Gh 17;;Geschichte - Italien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Rome moderne, premiÈre ville de l'Europe, avec toutes ses magnificences et ses dÈlices ...;1713;Leide;Leiden;4074118-7;Leiden;tgn/7006809;FranÁois-Jacques;Deseine;FranÁois-Jacques Deseine;Q95328675;male;128449098;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;
63;16;14;I Arm. 7. Rang in Oktavo;14;La libertÈ d' Italie demontrÈe ‡ ses princes et ‡ ses peuples trad. De l' italien de l' AbbÈ Tosini ‡ Amsterdam 1718.;151186057;;1;151186057;M: Gh 168;;Geschichte - Italien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;La libertÈ de l'Italie dÈmontrÈe ‡ ses princes, et ‡ ses peuples;1718;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Pietro;Tosini;Pietro Tosini;Q98105549;male;1055259147;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
64;16;14;I. Arm. 7. Rang in Oktavo;15;Les anecdotes de Florence, ou histoire seerette de la maison de Medicis par le Sr. de Varillas ‡ la Haye 1685.;139152776;;1;139152776;M: Gh 332, M: QuN 605a (2), Xd 8∞ 257;;Geschichte - Italien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Les Anecdotes De Florence, Ou L'Histoire SecrÈte De La Maison De Medicis;1685;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Antoine;Varillas;Antoine Varillas;Q1100290;male;100047548;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;
