id;pageCat;imageCat;numberCat;itemInVolume;titleCat;titleBib;titleNormalized;author1;author2;author3;author4;contributor1;contributor2;contributor3;contributor4;place1;place2;publishers;year;format;histSubject;subjects;genres;mediaType;languages;systemManifestation;idManifestation;institutionOriginal;shelfmarkOriginal;provenanceAttribute;digitalCopyOriginal;targetOPAC;searchID;titleWork;systemWork;idWork;bound;comment;digitalCopy;copiesHAB
1435;332;364;10;;Lucile comédie en un acto et en vers &ca a mise in musique par Andre Gretry ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1436;332;364;11;;La Bohemienne comedie en deux actis en vers &ca par Mr Favart ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1437;332;364;12;;Le Deserteur drame in trois actes dédié à S. A. S. Mgn le Duc d Orleans. ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1438;332;364;13;;Le Bucheron ou les trois souhaits, comédie en un acte mêleé d'Ariettes &ca la musique par A. D. Philedor ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1439;333;365;14;;Le tableau parlant comédie parade en un acto et en vers mis in musque par M. Gretry, ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1440;333;365;15;;L'amoureux de quinze ans, ou la double fête, comédie en trois actes et in prose mêleé d'Ariettes &ca par M. Martino. ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1441;333;365;16;;Isabelle et Gertrude ou les sylphes supposés comédie en un acte par M. Favart, mise en musique par M. Blaise. ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1442;333;365;17;;La Feé Urgele ou ce qui plait aux dames, comédie, in quatre actes en vers &ca mis en musique par Mr Duny, ;;;;;;;;;;;;;;;;Arm. Operetten, ;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar;;
1371;236;268;[119];;Chansons nouvelles. x;;;;;;;;;;;;;;;8°;Neben Cabinet;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar ;;
1377;237;269;[125];;Les nouv. oracles divertissans. Brus. 1696. ;;;;;;;;;;;Brüssel#getty7007868;;;1696;8°;Neben Cabinet;;;Druck;fre;;;;;;;;;;;;;Titel nicht eindeutig identifizierbar ;;
3;1;9;2-11;;Ceremonies et coutumes religieuses, representées par des figures dessinées de la main de B. Picart Amst. 1728. Peuples Idolatres it. Peuples du monde, 1722. TI. P.I.II. 1733. T. II. III. 1736. T. IV. 1737 T. V. 1743. T. VII. P. II. T. VIII. ;Cérémonies Et Coutumes Religieuses De Tous Les Peuples Du Monde ...;;;;;;Bernard Picart#123379636;Jean Frédéric Bernard#10007832X;;;Amsterdam#getty7006952;;;1723;2°;Arm. I, (a) 1. Rang in folio;Staatswissenschaften ; Liturgische Literatur;Druck;fre;GBV;151855382;Herzog August Bibliothek Wolfenbüttel;M: Ti 2° 6,1;;;;;;;;;;;M: Ti 2° 6:1,1, M: Ti 2° 7 (1)
4;1;9;2-11;;Ceremonies et coutumes religieuses, representées par des figures dessinées de la main de B. Picart Amst. 1728. Peuples Idolatres it. Peuples du monde, 1722. TI. P.I.II. 1733. T. II. III. 1736. T. IV. 1737 T. V. 1743. T. VII. P. II. T. VIII. ;Ceremonies et Coutumes Religieuses des Peuples Idolatres;;;;;;Bernard Picart#123379636;Jean Frédéric Bernard#10007832X;;;Amsterdam#getty7006952;;;1723;2°;Arm. I, (a) 1. Rang in folio;Staatswissenschaften ; Liturgische Literatur;Druck;fre;GBV;432550577;Herzog August Bibliothek Wolfenbüttel;M: Ti 2° 6:9,1 ;;;;;;;;;;;M: Ti 2° 6:9,1 (1), M: Ti 2° 7:1 (1)
15;3;11;50;;Hist. chronologique des Papes des Empereurs et des Rois, Par. 1711. ;Histoire Chronologique Des Papes, Des Empereurs Et Des Rois, Qui ont regné en Europe depuis la Naissance de Jesus-Christ jusqu'à present;;;;;;;;;;Paris#getty7008038;;;1714;8°;Arm. I, (b), 2. rang in octav.;Historische Hilfswissenschaften ; Chronologie;Druck;fre;GBV;150078102;Herzog August Bibliothek Wolfenbüttel;M: Fd 139b;;;;;;;;;;;M: Fd 139a, M: Fd 139b, Schulenb. F 42
19;3;11;59;;Tablettes de tous les Ministres publies des Cours Souveraines de l'Europe. Amst. 1728. ;Tablettes de tous les ministres public des cours souveraines de l'Europe avec leurs titres, noms, fonctions et adresses;;;;;;;;;;Amsterdam#getty7006952;;;1729;8°;Arm. I, (b), 2. rang in octav.;Historische Hilfswissenschaften ; Genealogie;Druck;fre;GBV;150849451;;;;;;;;;;;;;M: Ff 142
23;3;11;65;;Memoires du gouvernement de l'Empire, par Mr D. B. Haie 1721. Qui d'Anne Stuard voiés n. 107.;Mémoires Du Gouvernement De L'Empire;;;;;;;;;;Den Haag#getty7006810;;;1741;8°;Arm. I, (b), 2. rang in octav.;Geschichte ; Deutsche Geschichte: allgemein;Druck;fre;GBV;140473467;Herzog August Bibliothek Wolfenbüttel;M: Gl 3142;;;;;;;;;;;M: Gl 3142
25;4;12;77-90;;Hist. universelle, trad. de Anglois d'une Societé des Gens de lettres. Amst. 1742. T. I. II. III. IV. V. VI. VII. VIII. I.X. X. XI. XII. XIII. XIV. ;Histoire Universelle, Depuis Le Commencement Du Monde, Jusqu'A Present;;;;;;Johann Caspar Arkstée#140015450;Henricus Merkus#140015590;;;Amsterdam#getty7006952;;;1742;4°;Arm. I, (c), 3. rang, in quarto;Geschichte ; Universalgeschichte;Druck;fre;GBV;139873260;Herzog August Bibliothek Wolfenbüttel;M: Gb 4° 13;;;;;;;;;;;M: Gb 4° 13:1
40;5;13;123;;Recueil de la negociation de la paix traitée à Cologne, anvers 1580. ;Recveil de la negotiation de la paix traictée à Covlogne an la présence des commissaires de la mate imperiale entre les ambassadeurs du ser. roy catholique, [et] de l'archiduc Matthias [et] les estatz du pai??s bas: fidelement descrit du protocole desdits estats;;;;;;;;;;Antwerpen#getty7003456;;;1580;8°;Arm. I, (e) 5. rang, in octav.;Geschichte ; Belgien, Holland;Druck;fre;GBV;227915941;Herzog August Bibliothek Wolfenbüttel;M: Gp 308 ;;;;;;;;;;;M: Gp 308 (1)
54;7;15;141;;Anecdotes de Suede, ou Hist. secrete des changemens arrivés dans la Suede sous le regne de Charles XI. Haie 1716. ;Les Anecdotes de Suéde ou l'histoire secréte des changements arrivez dans la Suéde sous le regne de Charles XI.;;;;;;Johan Paulin Olivekrans#104354615;Esaias Pufendorf#104156457;Karl Schweden, König#119160978;;Den Haag#getty7006810;;;1716;8°;Arm. I, (e) 5. rang, in octav.;Geschichte ; Skandinavien;Druck;fre;GBV;151702837;;;;;;;;;;;;;M: Gs 426
62;8;16;151;;Recueil de quelques pieces servant á l'hist. de la vie de la R. Christine, Col. 1668. ;Recueil de quelques piéces curieuses, servant à l'esclaircissement de l'histoire de la vie de la Reyne Christine;;;;;;Christine Schweden, Königin#118520652;;;;Köln#getty1003171;;;1668;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Skandinavien;Druck;fre;GBV;150766068;Herzog August Bibliothek Wolfenbüttel;M: Gs 415;;;;;;;;;;;M: Gs 415, M: QuN 1080 c (2), M: QuN 1058 u (2)
71;9;17;164;;Disc. sur le gouvernement de Pologne, ou la politique des Polonois Par. 1670. ;Discours sur le gouvernemnt de Pologne ou la politique des Polonois;;;;;;;;;;Paris#getty7008038;;;1670;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Polen, Ungarn;Druck;fre;GBV;150814283;Herzog August Bibliothek Wolfenbüttel;M: Go 198;;;;;;;;;;;M: Go 198
75;10;18;168;;Pieces du proces entre le P. Paul V. et les Sgrs de Venise, touchant l'excommunication publiee. 1606. S. Vinc. 1607. ;Pieces Dv Memorable Proces Esmev L'An M.DC.VI. Entre Le Pape Paul V. Et Les Seignevrs De Venise;;;;;;Paul Papst#118739530;;;;Genf#getty7003746;;;1607;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Italien;Druck;fre;GBV;151599122;Herzog August Bibliothek Wolfenbüttel;M: Gh 711;;;;;;;;;;;M: Gh 711, M: Gh 711a
81;10;18;176-177;;Hist. des Conclaves, depuis Clement V. Col. 1703. T. I. II. ;Histoire des conclaves depuis Clément V. jusqu'à présent;;;;;;Claude Vanel#128387122;Klemens Papst#118723529;;;Köln#getty1003171;;;1703;8°;Arm. I, (f) 6. rang, in octavo;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;228189225;;;;;;;;;;;;;M: Tq 560, H: S 140a.8° Helmst.
84;11;19;180;;Merveilles de la ville de Rome, 1718. ;Les Merveilles de la ville de Rome, ou est traité des églises, stations, et reliques des corps saints ...;;;;;;;;;;Rom#getty7000874;;;1718;8°;Arm. I, (f) 6. rang, in octavo;Geschichte ; Italien;Druck;fre;GBV;151055785;Herzog August Bibliothek Wolfenbüttel;M: Gh 82;;;;;;;;;;;M: Gh 82
85;11;19;181;;Memoires pour Rome, sur l'etat de la religion chretien?e dans la Chine, 1709. ;Memoires Pour Rome Sur L'Etat De La Religion Chretienne Dans La Chine;;;;;;Klemens XI. Papst#119139162;Carlo Tommaso Maillard de Tournon#100644783;;;;;;1709;8°;Arm. I, (f) 6. rang, in octavo;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;15010975X;Herzog August Bibliothek Wolfenbüttel;M: Tq 802;;;;;;;;;;;M: Tq 802
99;[12];20;211;;La Sardaigne paranymphe de la paix aux Souverains de l'Europe, Boul. 1714. ;La Sardaigne Paranymphe De La Paix Aux Souverains De L'Europe;;;;;;;;;;Boulogne-sur-Mer#getty7016632;;;1714;8°;Arm. I, (g) 7. rang in Octavo;Literatur ; Griechische Literatur;Druck;fre;GBV;151483531;;;;;;;;;;;;;S: Alv.: Ii 154 (1), Schulenb. Gc 115 (5)
101;[12];20;213;;Les avantures de Josef Pignata echappé des prisons de l'inquisition de Rome. Col. 1725. ;Les aventures de Joseph Pignata echappé des prisons de l'iquisition de Rome;;;;;;;;;;Köln#getty1003171;;;1725;8°;Arm. I, (g) 7. rang in Octavo;Recht ; Strafrecht und Strafprozeß;Druck;fre;GBV;149976712;;;;;;;;;;;;;M: Rm 600
117;14;22;233;;Manifeste des habitans des Sevennes sur leur prise d'armes. Berlin 1703. ;Manifeste des habitans des Sévennes sur leur prise d'armes;;;;;;;;;;Berlin#getty7003712;;;1703;8°;Arm. I, (g) 7. rang in Octavo;Geschichte ; Frankreich;Druck;fre;GBV;150272871;Herzog August Bibliothek Wolfenbüttel;M: Gk 2177 (1;;;;;;;;;;;M: Gk 2177 (1)
119;15;25;1-2;;Superstitions ancien?es et modernes. Amst. 1723. T. I. II. ;Superstitions Anciennes Et Modernes;;;;;;;;;;Amsterdam#getty7006952;;;1733;2°;Arm. II, (a) 1. Rang, in folio;Staatswissenschaften ; Liturgische Literatur;Druck;fre;GBV;429240562;Herzog August Bibliothek Wolfenbüttel;M: Ti 2° 60,1;;;;;;;;;;;M: Ti 2° 6:10,1
125;15;25;10;;Histoire de la Bible, Amst. 1700. ;Histoire Du Vieux Et Du Nouveau Testament;;;;;;David Martin#129826316;;;;Amsterdam#getty7006952;;;1700;2°;Arm. II, (a) 1. Rang, in folio;Staatswissenschaften ; Exegetische Theologie [I];Druck;fre;GBV;15063692X;Herzog August Bibliothek Wolfenbüttel;M: Tb 2° 15 ;;;;;;;;;;;M: Tb 2° 15:1 (1), M: Tb 2° 15:2 (1)
134;17;27;24;;Lettres et mem. de Fr. de Vargas, touchant le concile de Trente, trad. de l'Espagnol, par Mr le Vassor, Amst. 1700. voiez. I. 169.;Lettres et mémoires de François de Vargas, de Pierre de Malvenda, et de quelques évèques d'Espagne, touchant le Concile de Trente. Trad. de l'espagnol, avec des rémarques, par Michel Le Vassor.;;;;;;Francisco Vargas Mejía#124068715;Pedro Malvenda#124061532;;;Amsterdam#getty7006952;;;1700;2°;Arm. II, (a) 1. Rang, in folio;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;150093519;Herzog August Bibliothek Wolfenbüttel;M: Tq 718;;;;;;;;;;;M: Tq 718
142;17;27;44;;Etat de la religion et Rep. du peuple Judaique, par. P. Eber. 1581. ;L'Estat De L'Eglise Avec Le Discovrs Des Temps Depvis Les Apostres iusques au present ... Item vn traité de la religion & republique des Iuifs, depuit le retour de l'exil de Babylone, iusques au dernier saccagement de Ierusalem;;;;;;Jean Hainaut#1056149965;Jean Crespin#119063670;;;Genf#getty7003746;;;1581;8°;Arm. II, (b) 2. rang in octav.;Geschichte ; Asien;Druck;fre;GBV;366915371;Herzog August Bibliothek Wolfenbüttel;M: Gv 661;;;;;;;;;;;A: 324 Hist. (1), M: Gv 661
146;18;28;50-51;;Poesies sur la constitution unigenitus, recueillies par le Chev. de G. à Villefr. 1724. T. I. II. ;Poésies sur la Constitution Unigenitus.;;;;;;;;;;Villefranche#getty7601391;;;1724;8°;Arm. II, (b) 2. rang in octav.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;;GBV;150995253;;;;;;;;;;;;;M: Tq 963
149;18;28;55;;La balance de la religion et de la pratique, ou reflex. que les Refor. més de France doivent etre compris dans le traité de paix. 1697. ;La Balance de la religion et de la politique, ou réfléxions par lesquelles on fait voir que les réformez de France ont droit de prétendre d'ètre compris favorablement, par la médiation des puissances protestantes, dans le traité de paix, qui terminera la presente guerre;;;;;;;;;;Paris#getty7008038;;;1697;8°;Arm. II, (b) 2. rang in octav.;Staatswissenschaften ; Regionale und lokale Kirchengeschichten;Druck;fre;GBV;147159113;Herzog August Bibliothek Wolfenbüttel;M: Tp 23;;;;;;;;;;;M: Tp 23, Schulenb. B 47 (3)
177;21;31;99-100;;Actes du Synode national tenu à Dordrecht. 1618. 19. Leiden 1624. T. I. II. ;Actes Dv Synode National, Tenu A Dordrecht, l'An MDCXIIX & XIX.;;;;;;Richard Jean Nerée#137122810;Maurits Oranje-Nassau;;;Leiden#getty7006809;;;1624;4°;Arm. II, (d) 4. rang, in quarto;;;Druck;fre;GBV;411615858;;;;;;;;;;;;;
192;22;32;121;;Le Philosophisme des Jesui. tes à Marseille. Avign. 1692. ;Le Philosophisme des jésuites de Marseille;;;;;;;;;;Avignon#getty7008799;;;1692;8°;Arm. II, (e) 5. rang in Octav.;Staatswissenschaften ; Orden, christliche Gruppen;Druck;fre;GBV;151502307;Herzog August Bibliothek Wolfenbüttel;M: Tq 951;;;;;;;;;;;M: Tq 951
218;25;35;164;;Hist. du Connetable de Lune favori de Jean II. R. de Castille. Par. 1720. ;Histoire Du Connètable De Lune, Favori De Jean II. Roi de Castille & de Leon;;;;;;Álvaro Luna#104089571;;;;Paris#getty7008038;;;1720;8°;Arm. II, (f) 6. rang, in Octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;13875943X;;;;;;;;;;;;;M: Db 2875
225;26;36;175-176;;Relation de l'invasion de l'Espagne par les Maures, Haie 1699. T. I. II. ;Relation historique et galante de l'invasion de l'Espagne par les Maures;;;;;;Nicolas Baudot de Juilly#136914209;;;;Den Haag#getty7006810;;;1699;8°;Arm. II, (f) 6. rang, in Octav.;Geschichte ; Spanien und Portugal;Druck;fre;GBV;150986238;Herzog August Bibliothek Wolfenbüttel;M: Gi 268;;;;;;;;;;;M: Gi 268
231;26;36;182;;Voiage d'Espagne curieux hist. et politique, 1655. [etc] 1666. ;Voyage D'Espagne, Curieux, Historique Et Politique, Fait en l'Année 1655;;;;;;François Aerssen#12584252X;Antoine Brunel#128750529;;;Amsterdam#getty7006952;;;1666;8°;Arm. II, (f) 6. rang, in Octav.;Geschichte ; Spanien und Portugal;Druck;fre;GBV;150790716;;;;;;;;;;;;;M: Gi 146
271;31;43;42-45;;Recueil des pieces concernant l'hist. de Louis XIII. Par. 1716. T. I. II. III. IV. ;Recueil de piéces concernant l'histoire de Louis XIII;;;;;;Louis Ellies Du Pin#100115993;;;;Paris#getty7008038;;;1716;8°;Arm. III, (b) 2. rang in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;14019682X;;;;;;;;;;;;;M: Gk 587:1
279;32;44;64-70;;Hist. literaire de la France par des Religieux Benedictins de la Congregation de S. Maur, Par. 1733-42. T. I. II. III. IV. V. VI. VIII. ;Histoire Litéraire De La France, Où L'On Traite De L'Origine Et Du Progrés, De La Decadence & du rétablissement des Sciences parmi les Gaulois & parmi les FrancÌœois ...;;;;;;;;;;Paris#getty7008038;;;1733;4°;Arm. III, c) 3. rang in quarto;Literatur ; Französische Literatur;Druck;fre;GBV;226063976;;;;;;;;;;;;;M: Lm 4° 95:1,1
285;33;45;83;;Ordon?ance de Louis XVI. pour les matieres criminelles, Par. 1670. ;Ordonnance de Louis XIV roy de France et de Navarre pour les matières criminelles;;;;;;;;;;Paris#getty7008038;;;1670;4°;Arm. III, (d) 4. rang, in quarto;;;Druck;fre;GBV;385707576;;;;;;;;;;;;;
291;33;45;92;;Recueil de diverses pieces pour servir à l'histoire, 1638. ;Recueil de diverses pieces pour servir a l'histoire;;;;;;Paul Hay du Chastelet#128415533;;;;;;;1638;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;190856971;Herzog August Bibliothek Wolfenbüttel;M: Gk 537;;;;;;;;;;;M: Gk 537
292;33;45;93;;Th. Godefroi, Hist. de Jean de Boucicault, Mal de France, Gouverneur de Gen?es. Par. 1620. ;Histoire de Mre. Iean De Bovcicavt Mareschal De France, Govvernevr De Gennes, Et De Ses Memorables Faicts en France, Italie, & autres lieux, du Regne des Roys Charles V. & Charles VI. iusques en l'an 1408;;;;;;Théodore Godefroy#123792509;;;;Paris#getty7008038;;;1620;4°;Arm. III, (d) 4. rang, in quarto;;;Druck;fre;GBV;138765855;;;;;;;;;;;;;A: 34.2 Hist. (2), A: 35.5 Hist.
293;33;45;94;;Recueil de diverses pieces, pour servir à l'hist. de Henri III. Col. 1663. ;Recueil de diverses pieces, servans à l'Histoire de Henry III., Roy de France et de Pologne;;;;;;Heinrich III. Frankreich, König#118773720;;;;Köln#getty1003171;;;1663;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;227932420;Herzog August Bibliothek Wolfenbüttel;M: Gk 1671;;;;;;;;;;;M: Gk 1671
306;35;47;106;;Hist. de la vie de Ph. de Mornay Sgr du Plessis-Marly, sous Henri III. Henri IV. et Louis XIII. Leide. 1647. ;Histoire De La Vie De Messire Philippes De Mornay, Seigneur Du Plessis Marly, &c.;;;;;;David Ligques#1067948163;Philippe Mornay#118584200;;;Leiden#getty7006809;;;1647;4°;Arm. III, (d) 4. rang, in quarto;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;184405181;;;;;;;;;;;;;M: Db 3188, A: 22.3 Hist.
307;35;47;107;;Bail des gabelles entrées et sorties du roiaume, Par. 1670. ;Bail des gabelles de France, entrées et sorties du royaume, douane de Lyon et Valence, patente de Languedoc ...;;;;;;;;;;Paris#getty7008038;;;1670;4°;Arm. III, (d) 4. rang, in quarto;;;Druck;fre;GBV;1104283824;;;;;;;;;;;;;
310;35;47;110;;Procés verbal de l'Assembleé extraord. des Archev. et Eveques 1681. à Par. ;Procéz-verbal de l'assemblée extraordinaire de Messeigneurs les archevèques et evèques, tenuë en l'archevèché de Paris, aux mois de mars et de may, 1681.;;;;;;;;;;Paris#getty7008038;;;1681;4°;Arm. III, (d) 4. rang, in quarto;Staatswissenschaften ; Sammelbände;Druck;fre;GBV;150995431;Herzog August Bibliothek Wolfenbüttel;M: Ts 19 ;;;;;;;;;;;M: Ts 19 (1)
312;35;47;112;;Diverses pieces du tems. 1649-52. Declaration du Roi ;Déclaration du Roy pour l'innocence de Monseigneur le Prince de Condé ^[Louis ^II. ^de ^Bourbon ^Prince ^de ^Condé];;;;;;;;;;Paris#getty7008038;;;1651;4°;Arm. III, (d) 4. rang, in quarto;Geschichte ; Frankreich;Druck;fre;GBV;150808534;Herzog August Bibliothek Wolfenbüttel;M: Gk 2135 ;;;;;;;;;;;M: Gk 2131 (50), M: Gk 2135 (1)
327;37;49;135;;Disc. des principales conjurations de ceux de la Maison de Guise contre le Roi, 1565. ;Bref Discours et véritable des principales conjurations de ceux de la maison de Guyse contre le Roy et son royaume, les princes de son sang, et les Estats;;;;;;;;;;;;;1565;8°;Arm. III, (e) 5. rang, in octav.;Geschichte ; Frankreich;Druck;fre;GBV;150813902;Herzog August Bibliothek Wolfenbüttel;M: Gk 2163 (1;;;;;;;;;;;M: Gk 2163 (1
328;37;49;136-137;;Recueil des pieces hist. et curieuses. Delft 1717. T. I. II. ;Recueil de pièces historiques et curieuses;;;;;;;;;;Delft#getty7006804;;;1717;8°;Arm. III, (e) 5. rang, in octav.;Geschichte ; Frankreich;Druck;fre;GBV;323895999;Herzog August Bibliothek Wolfenbüttel;M: Gk 1677;;;;;;;;;;;M: Tq 1006:1, M: Gk 1677:1
356;40;52;185;;Mem. de Mr Joly, conten. l'hist. de la regence d'Anne d'Autriche et des premieres années de la Majorite de Louis XIV. jusqu'en 1666. Amst. 1718. ;Memoires de Mr. Joly Conseiller au Parlement, contenant l'histoire de la regence d'Anne d'Autriche et des premieres années de la majorité de Louis XIV. jusqu'en 1666 ...;;;;;;;;;;Amsterdam#getty7006952;;;1718;8°;Arm. III, (f) 6. rang, in Octav.;Literatur ; Französische Literatur;Druck;fre;GBV;242028802;;;;;;;;;;;;;M: Lm 1817 (1), Schulenb. B 73 (1)
372;42;54;216;;Mem. de la vie de Milord Duc d'Ormond. Haie 1737. ;Mémoires de la vie de mylord Duc d'Ormond ...;;;;;;Thomas Carte#100073778;;;;Den Haag#getty7006810;;;1737;8°;Arm. III, (g) 7. rang, in Octav.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;147549817;Herzog August Bibliothek Wolfenbüttel;M: Db 740;;;;;;;;;;;M: Db 740:1, Schulenb. B 110:1
379;42;54;230;;Mem. du procez contre la Dame de Brinvilliers. Amst. 1676. ;Memoire du procez extraordinaire, contre la Dame de Brinvilliers, prisonniere en la Conciergerie du Palais, accusée;;;;;;Marie-Madeleine Brinvilliers#119193434;;;;Amsterdam#getty7006952;;;1676;8°;Arm. III, (g) 7. rang, in Octav.;Quodlibetica Nova;;Druck;fre;GBV;221306951;Herzog August Bibliothek Wolfenbüttel;M: QuN 985.2 ;;;;;;;;;;;M: QuN 985.2 (1)
380;43;57;1-2;;Coutumes gener. et particul. de France et des Gaules, par Ch. Du Moulin revû par G. Michel Angevin, Par. 1635. T. I. II. ;Les coustumes generales et particulieres de France et des Gaulles;;;;;;;;;;Paris#getty7008038;;;1635;2°;Arm. IV, (a) 1. rang, in folio;Recht ; Französisches Recht;Druck;fre;GBV;165698489;Herzog August Bibliothek Wolfenbüttel;M: Rf 2° 7;;;;;;;;;;;M: Rf 2° 7
395;44;58;25;;Tr. des droits de la Reine, T. C. sur le Bravant. 1667. ;Traité Des Droits De La Reyne Très-Chrestienne Svr Divers Estats de la Monarchie d'Espagne;;;;;;;;;;;;;1667;8°;Arm. IV, b) 2. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;388981180;Herzog August Bibliothek Wolfenbüttel;M: Gk 191;;;;;;;;;;;M: Gk 191, Xd 8° 299
417;46;60;53;;Abregé du procés fait aux Juifs de Metz. Par. 1670. ;Abrégé Dv Procés Fait Aux Juifs De Mets;;;;;;;;;;Paris#getty7008038;;;1670;8°;Arm. IV, b) 2. rang, in Octav.;Geschichte ; Asien;Druck;fre;GBV;150794843;Herzog August Bibliothek Wolfenbüttel;M: Gk 3 ;;;;;;;;;;;M: Gv 531
418;46;60;54-58;;Mem. pour l'hist. du C.al Duc de Richelieu, par le Sr Aubery. Col. 1667. T. I. II. III. IV. V. ;Mémoires Pour L'Histoire Du Cardinal Duc De Richelieu;;;;;;Antoine Aubery#122898486;;;;Köln#getty1003171;;;1667;8°;Arm. IV, b) 2. rang, in Octav.;Geschichte ; Frankreich;Druck;fre;GBV;151259577;Herzog August Bibliothek Wolfenbüttel;M: Gk 73;;;;;;;;;;;M: Gk 73:1
423;47;61;78;;Decret de com?ission Imperiale, où l'on expose l'injustie des motits que la France allegue dans la rupture de la paix. Haie 1733. ;Decret de commission imperiale Ou l'on expose l'injustice des motifs que la France allegue dans la rupture de la paix avec S. Majeste Imperiale;;;;;;;;;;Den Haag#getty7006810;;;1733;8°;Arm. IV, (c) 3. rang, in Quart.;Geschichte ; Deutsche Geschichte: allgemein;Druck;fre;GBV;172357772;;;;;;;;;;;;;M: Gl Sammelbd 4° 16 (1)
427;47;61;84;;Relation des demelés entre le Comte de Bonneval et le Mis de Prié. 1730. ;"Relation Des Demelez Entre S. E. Monsieur Le Comte De Bonneval ... Et S. E. Monsieur Le Marquis De Prié ... ; Publiez par Ordre de Son Exellence Monsieur le Comte de Bonneval";;;;;;Claude Alexandre Bonneval#11866154X;;;;;;;1730;8°;Arm. IV, (c) 3. rang, in Quart.;Biographien ; Briefsammlungen, Gelegenheitsschriften;Druck;fre;GBV;14091045X;;;;;;;;;;;;;M: Db 4° 62
