ID;Bibl. Eintrag;Schranknummer - Praun'scher Katalog;Rang - Praun'scher Katalog;Titelreihenfolge - Praun'scher Katalog;Systemtische Zuordnung - Praun'scher Katalog;Imagez‰hlung Digitalisat - Praun'scher Katalog;Katalogseitenz‰hlung- Praun'scher Katalog;Katalogeintrag Praun'scher Katalog;Erg‰nzungen zum Katalogeintrag - Praun'scher Katalog;ID - Katalog Ende 18. Jh.;Imagez‰hlung - Digitalisat Katalog Ende 18. Jh.;Katalogseitenz‰hlung - Katalog Ende 18. Jh.;Schrankposition - Katalog Ende 18. Jh.;Titelreihenfolge - Katalog Ende 18. Jh.;Katalogeintrag Katalog Ende 18. Jh.;PPN-Nummer Manifestationsebene;Anmerkungen - Praun'scher Katalog edit.;Bandz‰hlung - katalog¸bergreifend;PPN-Nummer Exemplarebene - Ex. 1;HAB  Exemplare;Sammlungszugehˆriges Exemplar mit Provenienzen;Aufstellungssystematik Mittlere Aufstellung;Signatur- und Provenienzpr¸fung;Ergebnis Magazin- und Provenienzpr¸fung;Alle im OPAC nachgewiesen Provenienzen HAB;Provenienz Zuordnung namentlich;Bibliographische Gattung und Status;Sprachcode;OPAC Haupttitel;Erscheinungsjahr;Erscheinungsort OPAC - 4030 -;Erscheinungsort normiert GND;Erscheinungsort GND-Nummer;Erscheinungsort normiert TGN;TGN-Nummer;1. Verfasser Vorname -3000;1. Verfasser Nachname - 3000;1. Verfasser normiert;Wikidata-ID;sex or gender;1. Verfasser GND-Nummer;Geschlecht;1. Weiterer Verfasser Vorname -3001;1. Weiterer Verfasser Nachname - 3001;1. Weiterer Verfasser GND - 3001 2;Geschlecht2;2. Weiterer Verfasser Vorname - 3002;2. Weiterer Verfasser Nachname - 3002;2. Weitere Verfasser GND - 3002 2;Geschlecht3;1. Weitere Person Vorname -3010;1. Weitere Person Nachname -3010;1. Weitere Person GND - 3010 2;Geschlecht4;2. Weitere Person Vorname - 3010;2. Weitere Person Nachname -3010;Geschlecht5;2. Weitere Person GND - 3010 2;1. Sonstige Person Vorname - 3050;1. Sonstige Person Nachname - 3050;1. Sonstige Person GND - 3050 2;2. Sonstige Person Vorname - 3050;2. Sonstige Person Nachname - 3050;2. Sonstige Person GND - 3050 2;3. Sonstige Person Vorname - 3050;3. Sonstige Person Nachname - 3050;4. Sonstige Person Nachname - 3050;3. Sonstige Person GND - 3050 2
24;23;I;(c), 3. rang, in quarto;66-76;Hist. universelle,;12;4;Histoire universelle de J. A. de Thou, contin. par N. Rigault, Basle 1742-52. T. I. II. III. IV. V. VI. VII. VIII. IX. X. XI.;;26;11;9;I. Arm. 3. Rang in Quarto;6-16;Histoire universelle de J.A. de Thou contin par N. Rigautt ‡ Basle 1742 T. I-II.;226996808;;11;226996883;M: Ge 4∞ 60:1;M: Ge 4∞ 60:1;Geschichte - Neuere Geschichte;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire Universelle;1742;Basel;Basel;4004617-5;Basel;tgn/7007269;Jacques Auguste;Thou;Jacques Auguste de Thou;Q1312086;male;118802143;M‰nnlich;;;;;;;;;Nicolas;Rigault;124394183;Unbekannt;;;;;;;;;;;;;;
25;24;I;(c), 3. rang, in quarto;77-90;Hist. universelle,;12;4;Hist. universelle, trad. de Anglois d'une SocietÈ des Gens de lettres. Amst. 1742. T. I. II. III. IV. V. VI. VII. VIII. I.X. X. XI. XII. XIII. XIV.;;27;11;9;I. Arm. 3. Rang in Quarto;17-30;Histoire universelle trad. De l'Angelois d'une sociÈttÈ des gens de lettres ‡ Amst. 1742 T. I-14;139873260;;14;139873287;M: Gb 4∞ 13:1;M: Gb 4∞ 13:1;Geschichte - Universalgeschichte;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acvs;fre;Histoire Universelle, Depuis Le Commencement Du Monde, Jusqu'A Present;1742;A Amsterdam Et A Leipzig;Amsterdam;4001783-7;Amsterdam;tgn/7006952;;;;;;;;;;;;;;;;Johann Caspar;ArkstÈe;140015450;M‰nnlich;Henricus;Merkus;M‰nnlich;140015590;;;;;;;;;;
26;25;I;(c), 3. rang, in quarto;90 b);Hist. universelle,;12;4;Introd. ‡ l'hist. de Danemarc p. M. Mallet.;;114;25;23;II. Arm. 4. Rang in Quarto;1;Introduction · l'histoire de Danemare par M. Mallet. ¿ Coppenhague 1755.;15139931X;erg‰nzt;1;15139931X;M: Gs 145;;Geschichte - Skandinavien;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aar;fre;Introduction ‡ l'histoire de Dannemarc, ou l'on traite de la Religion, des Loix, des Moeurs & des Usages des Ancien Dannois;1755;Copenhague;Kopenhagen;4032399-7;K¯benhavn;tgn/7003474;Paul Henri;Mallet;Paul Henri Mallet;Q3436952;male;116695706;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
27;26;I;(c), 3. rang, in quarto;91-92;Hist. universelle,;12;4;Vignoles, Chronologie de l'Histoire Sainte et des Histoir etrangeres Berl. 1738. T. I. II.;Ist jezo in II. C. 78.;664;105;103;VI. Arm. 3. Rang in Quarto;2-3;Chronologie de l' histoire sainte par Vignoles ‡ Berlin 1738 T. I, 2.;Dublette;gestrichen [voh. I C 78a] ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;27;I;(d) 4. rang, in quarto;91;Hist. universelle,;12;4;Histoire generale d'Espagne du P. Jean de Mariana. Par. 1725 T. I. II. III. IV. V.;;97;22;20;II. Arm. 1. Rang in Folio;17-21;Hist. Generale d' Espagne du P. Mariane trad. par le P. Charenton ‡ Paris 1725 T. I-5.;15071145X;erg‰nzt;1;33608515X;M: Gi 4∞ 33:1;M: Gi 4∞ 33:1;Geschichte - Spanien und Portugal;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;Histoire gÈnÈrale d'Espagne du Jean de Mariana;1725;Paris;Paris;4044660-8;Paris;tgn/7008038;Juan;Mariana;Juan de Mariana;Q939889;male;11878188X;M‰nnlich;;;;;;;;;Joseph-Nicolas;Charenton;102272115;Unbekannt;;;;;;;;;;;;;;
29;28;I;(d) 4. rang, in quarto;92;Hist. universelle,;12;4;Memoires histor. presentÈs en 1744 au Souverain Pontife Benoit XIV. par le P. Nobert, Besancon 1747. T. I. II. III.;;685;108;106;VI Arm. 4 RangÈe in Quarto - Hist. EcclÈsiastique et ThÈologie;27-29;MÈmoires historiques prÈsentÈes au Souverain Pontife Benedict XIV par le PËre Norbert ‡ BesanÁon 1747 T. I-3.;151104174;erg‰nzt;3;251200388;M: Tq 917;M: Tq 917;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, roter Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;MÈmoires Historiques PrÈsentÈs En 1744 Au Souverain Pontife BÈnoit XIV. ...;1747;BesanÁon;BesanÁon;4005972-8;BesanÁon;tgn/7008356;Pierre-Curel;Parisot;Pierre Parisot;Q2093758;male;100228704;Unbekannt;;;;;;;;;;;;;;;;;Benedikt;Papst;118655434;;;;;;;
30;29;I;(d) 4. rang, in quarto;93-106;Hist. universelle,;12;4;Memoires pour servir ‡ l'histoire du XVII.eme Siecle par Mr de Lamberty, Haye 1724-30. T. I. II. III. IV. V. VI. VII. IX. X. XI. XII. XIII. XIV.;;29;11;9;I. Arm. 4. Rang in Quarto;32-45;Memoires pour servir ‡ l'histoire du XVII me siÈcle par M. de Lamberty ‡ la Haye 1724 T. I-14.;240180747;;14;24018145X;M: Ge 418:1, Schulenb. Gc 2∞ 84;;Geschichte - Neuere Geschichte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;MÈmoires pour servir ‡ l'histoire du XVIII siÈcle;1724;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Guillaume;Lamberty;Lamberty, Guillaume;;male;1157538665;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
31;30;I;(d) 4. rang, in quarto;106;Hist. universelle,;12;4;Memoires concernant Christine R. de Suede. Amst. 1751 T. I. II. III. IV. Arckenholtz;;111;24;22;II. Arm. 3. Rang in Quarto;13-16;MÈmoires concernant Christine Reine de Suede par Arkenholz Amst. 1751 T. 1-4.;150822162;erg‰nzt?;1;238063690;M: Gs 4∞ 25:1;M: Gs 4∞ 25:1;Geschichte - Skandinavien;Exemplar vorhanden;Provenienz Philippine Charlotte: Supralibros Monogramm PC, brauner Einband, Signatur Praun'scher Katalog;;Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> ;Acr;fre;MÈmoires concernant Christine, Reine de SuÈde, pour servir d'Èclaircissement ‡ l'histoire de son rÈgne et principalement de sa vie privÈe, et aux ÈvÈnements de l'histoire de son temps civile et litÈraire;1751;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Johan;Arckenholtz;Johan Arckenholtz;Q1607896;male;116319739;M‰nnlich;;;;;;;;;;;;;;;;;Christine;Schweden, Kˆnigin;118520652;;;;;;;
32;31;I;(e) 5. rang, in octav.;107-110;Allemagne;13;5;Hist. de l'Empire, par le Sr Heiss, Haie 1715. T. I. II. III. IV.;voiÈs n. 65.;136;27;25;II. Arm. 4. Rang in Oktavo;36-39;Histoire de l' Empere par le Sr. Heiss. ¿ la Haye 1715 T. I-4.;191773204;;4;191773255;M: Gl 2066:1;;Geschichte - Deutsche Geschichte: allgemein;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acr;fre;Histoire De L'Empire;1715;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Johann;Heiﬂ von Kogenheim;Johann von Heiss;Q58046706;male;172765080;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
33;32;I;(e) 5. rang, in octav.;111;Allemagne;13;5;Hist. abregÈe de la Maison Palatine, par l'AbbÈ Schanat, Francf. 1740.;;137;27;25;II. Arm. 5. Rang in Oktavo;1;Histoire abrÈgÈe de la maison Palatine, par l' AbbÈ Schannat. Francefort 1740;135849470;;1;135849470;M: Gm 3608;M: Gm 3608;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Aaus;fre;Histoire AbrÈgÈe De La Maison Palatine, Par Mr. l'AabbÈ Schannat, O˘ on a joint Une Dissertation PrÈliminaire Sur les Comtes Palatins Du Moyen Age.;1740;Francfort;Frankfurt am Main;4018118-2;Frankfurt am Main;tgn/7005293;Johann Friedrich;Schannat;Johann Friedrich Schannat;Q109219;male;117103950;M‰nnlich;;;;;;;;;Antoine;La Barre de Beaumarchais;100743714;Unbekannt;;;;;;;;;;;;;;
34;33;I;(e) 5. rang, in octav.;112-113;Allemagne;13;5;Le Droit public germanique, Amst. 1749. T. I. II.;;792;125;123;VII. Arm. 2. Rang in Oktavo;47-48;Le droit public germanique ou l' on voit l' Ètat prÈsent de l' empire ‡ Amst. 1749 T. I, 2.;243261837;;2;243262833;M: Ro 383:1;M: Ro 383:1;Recht - Staats- und Verwaltungsrecht;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;Le Droit Public Germanique;1749;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;…lÈazar;Mauvillon;…lÈazar de Mauvillon;Q18115593;male;115627995;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
35;34;I;(e) 5. rang, in octav.;114;Allemagne;13;5;Dialogue entre Charles VI. Emp. et Frederic Guillaume Roi de Prusse, Col. 1742.;;139;28;26;II. Arm. 5. Rang in Oktavo;4;Dialogues entre Charles VI Empereur et Frederic Guillaume Roi de Prusse Col. 1742 T. I, 2.;138218145;;1;17259443X;M: Gm 3322;;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Acu;fre;Dialogues entre Charles VI., seiziÈme empereur de la maison d'Autriche, et Frederic Guillaume, Roi de Prusse ...;1742;Cologne;Kˆln;4031483-2;Kˆln;tgn/1003171;;Gautier de Faget ;Gautier de Faget ;;unbekannt;101793553;Unbekannt;;;;;;;;;;;;;;;;;Karl;Heiliges Rˆmisches Reich, Kaiser;118560107;Friedrich Wilhelm I.;Preuﬂen, Kˆnig;118535978;;;;
36;35;I;(e) 5. rang, in octav.;115-116;Allemagne;13;5;Hist. de la derniere guerre de Boheme, Francf. 1745. T. I. II.;;146;28;26;II. Arm. 5. Rang in Oktavo;18-19;Histoire de la derniere guerre de BohÈme ‡ Francfort 1745. T. I3.;155864823;;2;15586484X;M: Gl 3100:1 (2);M: Gl 3100:1 (1) + (2);Geschichte - Deutsche Geschichte: allgemein;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Signatur Praun'scher Katalog - nur 1. Bd. T. 3;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;Histoire De La Derniere Guerre de BohËme, O˘ L'on Trouve 1. La Carte des Environs de Czaslau, avec le plan de la bataille qui y fut donnÈe entre les Autrichiens, et les Prussiens, 2. Le Plan de la Ville et du SiÈge de Prague, 3. Celui de la Ville d'Egra et de ses Environs, avec le plan du blocus formÈ par les troupes de la reine d'Hongrie, 4. La Plan de la Bateille de Dettingen, entre l'armÈe des FrancÃúois commandÈe par le MarÈchal de Noailles, et celle des AlliÈs commandÈe par le roi d'Angleterre;1745;Francfort;Frankfurt am Main;4018118-2;Frankfurt am Main;tgn/7005293;…lÈazar;Mauvillon;…lÈazar de Mauvillon;Q18115593;male;115627995;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
37;36;I;(e) 5. rang, in octav.;117-120;Allemagne;13;5;Hist. de Baviere, par le Sr Blanc, Par. 1680. T. I. II. III. IV.;;143;28;26;II. Arm. 5. Rang in Oktavo;12-15;Histoire de Baviere par le Sr. Blanc ‡ Paris 1680 T. I-4.;137706634;;4;172274362;A: 501.7 Hist., Xd 8∞ 1113:1;;;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;Wappenexlibris: Elisabetha Sophia Maria. Verwittwete Herzoginn Zu Br. U. Lun:;;Acr;fre;Histoire de BaviÈre;1680;Paris;Paris;4044660-8;Paris;tgn/7008038;Thomas;Blanc;Blanc, Thomas;;male;100044050;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
38;37;I;(e) 5. rang, in octav.;121;Allemagne;13;5;Testament politique de Charles Duc de Lorraine, Leipz.;;144;28;26;II. Arm. 5. Rang in Oktavo;16;Testament politique de Charles Duc de Lorraine ‡ Leipzig;535913710;;1;535913710;H: T 886.8∞Helmst., Xd 8∞ 1161;Xd 8∞ 1161;;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aav;fre;Testament Politique De Charles Duc De Lorraine Et De Bar;1687;Lipsic;Leipzig;4035206-7;Leipzig;tgn/7012329;Theodor Heinrich;Strattmann;Theodor von Strattman;Q7781639;male;119316900;M‰nnlich;;;;;;;;;;;;;;;;;Karl V.;Lothringen, Herzog;118720902;;;;;;;
39;38;I;(e) 5. rang, in octav.;122;Allemagne;13;5;Vie de Charles Duc de Lorraine, Amst. 1691.;;148;28;26;II. Arm. 5. Rang in Oktavo;21;Vie de Charles Duc de Lorraine Amsterdam 1691;14091787X;;1;14091787X;M: Gk 1015;;Geschichte - Frankreich;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;La Vie De Charles V Duc De Lorraine Et De Bar, GÈnÈralissime des Troupes ImpÈriales;1691;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;Jean;Labrune;Jean de Labrune;Q59627226;male;129031097;Unbekannt;;;;;;;;;;;;;;;;;Karl;Lothringen, Herzog;118720902;;;;;;;
40;39;I;(e) 5. rang, in octav.;123;Allemagne;13;5;Recueil de la negociation de la paix traitÈe ‡ Cologne, anvers 1580.;;149;29;27;II. Arm. 5. Rang in Oktavo;22;Recueil de la nÈgociation de la paix traitÈ ‡ Cologne. Anvers 1580.;227915941;;1;227915941;M: Gp 308 (1);M: Gp 308 (1);Geschichte - Belgien, Holland;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Recveil de la negotiation de la paix traictÈe ‡ Covlogne an la prÈsence des commissaires de la mate imperiale entre les ambassadeurs du ser. roy catholique, [et] de l'archiduc Matthias [et] les estatz du pai??s bas: fidelement descrit du protocole desdits estats;1580;Anvers;Antwerpen;4002364-3;Antwerpen;tgn/7003456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;40;I;(e) 5. rang, in octav.;124;Allemagne;13;5;Hist. secrete de la Duchesse d'Hanovre Ep. de George I. Roi de la Gr. Bretagne, Londr. 1732.;;;;;;;;215996526;;1;215996526;M: Gn 9376;;Geschichte - Braunschweig-L¸neburg, Niedersachsen;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aaus;fre;Histoire Secrette De La Duchesse D'Hanover, Epouse De Georges Premier, Roi De La Grande Bretagne;1732;Londres;London;4074335-4;London;tgn/7011781;Karl Ludwig;Pˆllnitz;Karl Ludwig von Pˆllnitz;Q92292;male;119475979;M‰nnlich;;;;;;;;;;;;;;;;;Sophie Dorothea;Hannover, Kurprinzessin;118615661;Georg I.;Groﬂbritannien, Kˆnig;118538535;;;;
42;41;I;(e) 5. rang, in octav.;125;Allemagne;14;6;Etat present des affaire d'Allemagne, Lion 1675.;;150;29;27;II. Arm. 5. Rang in Oktavo;23;Etat prÈsent des affaires d' Allemagne Lion 1675.;153417641;;1;153417641;M: Gl 658;M: Gl 658;Geschichte - Deutsche Geschichte: allgemein;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aar;fre;Estat present des affaires d'Allemagne, avec Les Interests & les Genealogies des Princes de l'Empire;1675;Lyon;Lyon;4036770-8;Lyon;tgn/8728756;Antoine;Bruneau;Antoine Bruneau;Q110975153;male;123879841;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
43;42;I;(e) 5. rang, in octav.;126-127;Allemagne;14;6;Hist. de la decadence de l'Empire, par le P. L. Maimbourg. Par. 1679. T. I. II.;;155;29;27;II. Arm. 5. Rang in Oktavo;29-30;Histoire de la decadence de l' Empire par le P. Maimbourg ‡ Paris 1679 T. I, 2.;219311617;;2;219311722;M: Gl 2974:1;M: Gl 2974:1;Geschichte - Deutsche Geschichte: allgemein;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Acr;fre;Histoire De La Decadence De L'Empire, AprÈs Charlemagne, Et Des Differends Des Empereurs avec les Papes au sujet des Investitures, & de l'IndÈpendance;1679;Paris;Paris;4044660-8;Paris;tgn/7008038;Louis;Maimbourg;Louis Maimbourg;Q3262590;male;115541802;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
44;43;I;(e) 5. rang, in octav.;128;Allemagne;14;6;Abrege de l'hist. des Electeurs de Brandenbourg, par A. Teissier. Berl. 1701.;voiezey devant n. 114. it. II.g.;157;30;28;II. Arm. 5. Rang in Oktavo;32;AbrÈgÈ de l'histoire des Electeurs de Brandenbourg par A. Teissier ‡ Berlin 1705.;23245700X;[gestr. VII f n.n. ];1;23245700X;M: Gm 1258;M: Gm 1258;Geschichte - Deutsche Geschichte: Territorien und St‰dte;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Mas de Montbail, Signatur Praun'scher Katalog VII. f. 212;;Provenienz: Dumas de Montbail <Familie>;Aav;fre;Abrege De L'Histoire Des Electeurs De Brandebourg Par Demandes [et] Reponses;1705;Berlin;Berlin;4005728-8;Berlin;tgn/7003712;Antoine;Teissier;Antoine Teissier;Q57778991;male;129426024;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
45;44;I;(e) 5. rang, in octav.;129;Allemagne;14;6;Vie et actions de Christoffe Bernh. de Galen Eveque de Munster, Col. 1679.;;156;29;27;II. Arm. 5. Rang in Oktavo;31;Vie et actions de Christofle Bern. de Galen ÈvÍque de Munster. Cologne 1679.;136310931;;1;136310931;M: Db 1444;M: Db 1444;Biographien - Briefsammlungen, Gelegenheitsschriften;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;La Vie Et Les Actions De Monseigneur Christophle Bernard de Gale, EvÈque de Munster Prince du St. Empire, Administrateura Corvay, Marquis de Strombergh, &c.;1679;Cologne;Kˆln;4031483-2;Kˆln;tgn/1003171;Simon;Vries;Simon de Vries;Q107999611;male;119208873;M‰nnlich;;;;;;;;;;;;;;;;;Christoph Bernhard;M¸nster, Bischof;118520709;;;;;;;
46;45;I;(e) 5. rang, in octav.;130;Allemagne;14;6;Hist. du Wiclesiansme, Lion 1682.;;755;118;116;VI. Arm. 7. Rang in Oktavo;43;Histoire   du   Wiclefianisme   ‡ Lyon 1682.;151141878;Druckort Lion erg.;1;240790162;M: Tq 1288;M: Tq 1288;Staatswissenschaften - Orden, christliche Gruppen;Exemplar vorhanden;Provenienz Montbail: Supralibros Wappen Dumas, Autogramm Montbail, Signatur Praun'scher Katalog;;Provenienz: Dumas de Montbail <Familie>;Acu;fre;Histoire Du Wiclefianisme. Ou de la Doctrine de Wiclef, Jean Hus, Et Jerome de Prague;1682;[S.l.];ohne Ort;;;;Antoine;Varillas;Antoine Varillas;Q1100290;male;100047548;Unbekannt;;;;;;;;;;;;;;;;;Johannes;Wyclif;118632299;Hieronymus Pragensis;;118822659;Jan;Hus;;118554948
47;46;I;(e) 5. rang, in octav.;131;Allemagne;14;6;Hist. de Empire d'Allemagne, par le Sr L. B. de Rocoles. Haie 1681.;;158;30;28;II. Arm. 5. Rang in Oktavo;33;Hist. De l' empire d' Allemagne par J. B. de Rocoles la Haye 1681.;230062857;;1;230062857;M: Gl 4050;;Geschichte - Deutsche Geschichte: allgemein;Exemplar vorhanden;Exemplar ohne Provenienzen von Philippine Charlotte;;;Aau;fre;Histoire De l'Empire d'Allemagne, Son Origine, ses revolutions;1681;La Haye;Den Haag;4011446-6;'s-Gravenhage;tgn/7006810;Jean-Baptiste;Rocoles;Jean Baptiste de Rocoles;Q1282586;male;100253016;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
48;47;I;(e) 5. rang, in octav.;132;Suisse;14;6;Voiage de Suisse, d'Italie et de quelques endroits d'Allemagne et de France, par Mr Burnet 1685. Roterd. 1688.;;103;23;21;II. Arm. 2. Rang in Oktavo;23;Voyage de Suisse, d' Italie et de quelques endroits d' Allemagne et de France par M. Burnet 1685. Rotterd. 1688.;147553806;;1;147553806;M: Cc 138;M: Cc 138;Geographie - Reisebeschreibungen;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin?], Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm, Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aau;fre;Voyage De Suisse, D'Italie, Et De Quelques Endroits d'Allemagne & de France, fait Ès annÈes 1685, & 1686;1688;Rotterdam;Rotterdam;4050739-7;Rotterdam Zuid;tgn/7268776;Gilbert;Burnet;Gilbert Burnet;Q2250014;male;118674978;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
49;48;I;(e) 5. rang, in octav.;133;Suisse;14;6;Memoires pour servir ‡ l'hist. des troubles arrivÈs Suisse ‡ l'occasion du Consensus, Amst. 1726.;;163;30;28;II. Arm. 5. Rang in Oktavo;4;Memoires pour servir ‡ l'histoire des troubles arrivÈs en Suisse ‡ l' occasion du Consen sus Amsterdam 1726;150008546;;1;150008546;M: Gq 10;M: Gq 10;Geschichte - Schweiz;Provenienzen bereits im OPAC nachgewiesen;;Wappensupralibros: Dumas [de Montbail oder de Montmartin], Provenienz: Dumas de Montbail <Familie> / Einband / Wappen, Provenienz: Philippine Charlotte <Braunschweig-L¸neburg, Herzogin> / Signatur, Dumas de Montbail <Familie>;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;Memoires Pour servir ‡ l'Histoire Des Troubles ArrivÈs En Suisse, ¿ L'Occasion Du Consensus;1726;Amsterdam;Amsterdam;4001783-7;Amsterdam;tgn/7006952;BarthÈlemy;Barnaud;BarthÈlemy Barnaud;Q55681058;male;1036275779;M‰nnlich;;;;;;;;;;;;;;;;;;;;;;;;;;
50;49;I;(e) 5. rang, in octav.;134;Suisse;14;6;La Republique des Suisses, trad. du latin de J. Simler, Gen. 1639.;;164;30;28;II. Arm. 5. Rang in Oktavo;5;La republique des Suisses trad. Du latin de G. Simler. Gen. 1639.;233603964;;1;233603964;M: Gq 154;M: Gq 154;Geschichte - Schweiz;Provenienzen bereits im OPAC nachgewiesen;;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Provenienz: Dumas de Montbail <Familie> / Einband / Wappen;Aaus;fre;La Repvbliqve Des Svisses;1639;Geneve;Genf;4020137-5;GenËve;tgn/7003746;Josias;Simmler;Josias Simmler;Q116008;male;11879728X;Unbekannt;;;;;;;;;;;;;;;;;;;;;;;;;;
